tweet,sentiment
In order meet governor target less COVID cases per people MontcoPa would see reduction cases days daily average cases https co lfhrthCNDi,neutral
RT BerniceKing Let choose CompassionateWayForward,positive
RT ANI Delhi People throng market Shastri Park area North East Delhi amid COVID lockdown https co DGmoRP HU,negative
RT USCPSC Keep hand sanitizer original bottle America Kids use hand sanitizer adult supervision COVID,positive
RT BrennanCenter COVID proven catastrophic public health country economy without major intervention wi,neutral
RT DarwinBondGraha According map COVID cases East Oakland Hayward hardest hit areas far Berkeley,neutral
RT tfhphoto A person car Dakota Ave SouthSiouxCity holds sign supporting EssentialWorkers cars parked along,neutral
ORF Maldives Amidst worsening Covid crisis ISIS claims maiden attack https co MvEiEGyMAR,neutral
RT kim Revealed leader group peddling bleach coronavirus cure wrote Trump week Mark Grenon wrote Trump saying chlori,neutral
RepEscobar dOd They die CoVID u evilones told write lose thier jobs https co BHIyvqo C,positive
RT Liz Hanbury StarTrekPicard P ss Mr Hospitality I get self isolating selfisolating lockdownuk whereisth,neutral
RT arimoin Thanks tomhanks RitaWilson supporting study understand COVID asymptomatic infection immunity,positive
RT ChristinePolon This unbelievable realDonaldTrump SecPompeo https co RFeRzsUEVY https co QBUG h p,negative
GovRaimondo remove fake covid death RI FraudRaimondo Wake RhodeIsland rhodeisland RhodeIslandGOP projo projo wpri RhodeIslandRT RhodeIsland NOW TaraGranahan JohnDePetroshow WWG WGA maga kag trump https co S QkspYa L,negative
RT nailainayat And exactly Pakistan strategy https co CQ yzb DF,negative
RT Tsinghua Uni For Tsinghua upcoming th anniversary President Qiu Yong reviewed social engagement COVID outbreak,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Sigh,positive
RT CheckersRallys Kids need missed countless meals school due COVID closures We part supporting nokidh,neutral
RT YongZhaoEd Tomorrow EDT US Watch Episode silverliningforlearning conversation innovations COVID ho,neutral
RT EM RESUS Hi ER Doc Do NOT inject consume ANY disinfectants attempt kill COVID,neutral
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
Incompetence selfishness disregard safety got us We safe many decided care,neutral
Why limit freedom speech,positive
RT joannaccherry It pretty clear UK Govt say SAGE The following science mantra revealed,neutral
let people get healed TheJusticeDept damn FBI realDonaldTrump WHAT HAPPENED TO RIGHT TO TRY,neutral
RT doctor oxford Was flirtation eugenics complicity electoral fraud contempt NHS made Dominic Cum,neutral
RT thecableng BREAKING NCDC confirms new COVID cases Lagos TheCable https co AAee P nAF COVID StayHome https,negative
YvonnecWhelan Eem spending bn week mainly due covid things like rent control lot Sinn Fein lite policies framework doc I far far Shinner framework doc lot closer SF view particularly FG campaigned,neutral
RT MrsSmartypantsy According data The death rate California COVID New York State death rate Mill,neutral
The obvious truth COVID testing rate extremely low Govt knows help Propaganda save menace test kits It devil staring us face cast bind one lies Unfortunate,neutral
RT GlobalBC BREAKING B C announced four new deaths new COVID cases number patients hospital virus,neutral
RT OrDA thePeople At least people prison must released allow socialdistancing Oregon prisons Protest demand,neutral
RT paoloigna E sono solo quelli ufficiali vedo pochi commenti commossi covid BBC News Coronavirus US death toll passes,neutral
RT AGEllison NewYorkStateAG Tish James tweet speaks https co zztzP REcB,negative
Apr US recorded k dying COVID Thoughts prayers,neutral
WATCH LIVE Channel Atlanta New NOW Continuing coverage breaking news amp severe wx Atlanta America World covid coronavirus okwx https co A cr oDw R,neutral
This vital importance Prehab wellness programs need b part strategy keep RACF safe older people Complacency virus ally,neutral
RT GeorgeASharp I adding TAUG top list tickers likely suspended along VRUS BIEI ONPH,neutral
Characteristics symptom management outcomes patients COVID referred hospital palliative care J Pain Symptom Manage PubmedTrending COVID SARS CoV SARSCoV COVID https co rLIV ScKZ,negative
Please sign petition fall victim man amp woman medical training injecting amp loved ones vaccine unknown substance vaccine COVID CCPVirus BillGatesIsEvil https co dTOaC VRIt,neutral
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT DanPatrick I always inspired faith people Texas even worst times people Onalaska de,neutral
AFattal US AfghanPeace Ceasefire needed Covid relief month Ramadan Afghans getting killed By everyone least Peace help,neutral
RT WHAAsstSecty Taiwan openness amp generosity global battle COVID model world SecPompeo Thanks Taiwa,negative
RT ifar journal Check latest COVID research offered ifar journal covid covid Link https co blKi SAbA https,negative
What happening Kano pls,positive
RT SansMerci My oldest brother cooked breakfast teens burnt bacon The smell permeated home niece compla,positive
I want life death decisions made guy thinks pandemic solved drinking disinfectant nytdavidbrooks I agree FLaDems FLaPol COVID DefeatTrump,neutral
RT greatbigseas good morning Canada HMCS Moncton dressed WorldWarII colours reminds us yrs ago faced grave peril,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT heatherjones Fredo Cuomo wife bathes Clorox Prevent COVID https co FqWDKUK TN,negative
RT epsilon flu USA Excess mortality due covid peaked yet https co TUabivhOr https co dUqq RK,negative
RT JohnTChambers Companies need transition digital models survive COVID crisis uniphore helping w process,neutral
RT Variety The cast ParksAndRec reuniting scripted character special aid COVID https co Ebht YvmbF,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
Work recommended wear face mask look lower right corner COVID https co KXRl U QlA,neutral
RT wmnmedia Happy Podapalooza Eve Spend weekend virtual festival favorite podcasters support COVID relief fr,positive
RT SimonHarrisTD The tribute LateLateShow died Covid incredibly moving amp impactful We cannot forget,neutral
RT CityofLdnOnt You help flatten curve rethinking trip playground Do responsible thing please stay away,neutral
RT Inevitable ET Good ole FBI Protecting us vitamin C https co B S gjiiDX,positive
Oh My I bleach disinfectant COVID,neutral
Join us virtual town hall meeting HateCrimes COVID DA SummerStephan Wednesday April PM PM PST Join via Facebook Live RSVP https co DmypJ ZN Presented partnership SDDistAtty ABASD APAPAHQ https co FLdju PV,negative
RT SaharaReporters BREAKING Nigeria Records New COVID Cases Sahara Reporters new cases COVID reported,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
My heart goes Midland Much love,positive
How allow continue My condolences family friends amp May Allah grant highest rank Paradise rizwan jalil bash CllrMYHussain wikas apologies abbreviation incorrect,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT daddyomar Michelle Luhan Grisham amp Democrat Governors planning bill FEMA response COVID They draggi,neutral
RT gilmcgowan Workers died government refused close meat packing plants even clear ove,neutral
RT Finestnaijaboy Me Summer finna movie COVID,positive
The voy knows effects covid covid covid covid corona virus covid coronavirus coronavid coronavirusmemes coronarender https co qvHKnX k,negative
We closing banquet tonight I gotta say covid cut deep tonight lethimfall SarahG housingfsu https co EJhJfkOKQf,positive
RT policeofficer Mount Vernon police officer COVID shares story perseverance survival https co ASdO VIBOs,neutral
RT dorcasDugan Police arrest lockdown defaulters put ambulance fake covid patient https co ikhQqWTP p,neutral
Several life saving drugs fight major diseases undermining immune system hurting ability fight infection https co xkp OqBU r coronavirus covid immunocompromised,neutral
RT DavidLepofsky DRPSWestDiv RodPhillips DRPS DRPS Martin Send aodaalliance amp OntAutism Ideas Who Could Be Good Speakers,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Gregcodes Just In Akwa Ibom State Epidemiologist Dr Aniekeme Uwah removed office taking samples COVID suspected c,neutral
RT ajplus President Trump suggested researchers try injecting disinfectants COVID treatment Here happened,neutral
DanMcCaughan CindyKendrick He since years says something prove clown World real prove wrong whip red noses But kidding said wash hands get sunlight Covid,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT NationalPTA School closures due COVID especially impact families children special disabilities In episode Backpa,neutral
RT threeneetee We Further human knowledge moonshine H L Mencken SARSCoV COVID CORON,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT terumobct Terumo Corporation donating USD million COVID Solidarity Response Fund WHO global effort assists,negative
RT ajplus If urgency would legislate like rent due May Rep AOC called big corporations receiving fund,neutral
RT NCDCgov As th April Nigeria recorded COVID confirmed cases states Federal Capital Territory In last,negative
RT TradingSieger Our government authorities Sweden decided different strategy fight COVID It long haul,neutral
RT docrocktex Also ponder absurd Trump allowed give lethally inaccurate medical advice info public COVI,neutral
RT DancingTheMind Leading neonatology NHS Consultant dies Vish loved work much job amp colleagues,positive
RT DrEricDing people New York City tested positive coronavirus people New York City hospitali,neutral
So important highlight requirement reopening post COVID sixfeetapart moore oliver https co xHpynmD hS,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT eve levenson What seen photo never see Trump COVID press conferences masks proper social distancing,neutral
RT iampetereze Post covid Emerge Submerge InstaLive Show painful realities amp likely possibilities VENUE instagram,neutral
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,positive
RT ResistDetention Reminder ICEgov amp CoreCivic employees constantly entering amp leaving detention centers People detainee,neutral
RT QasimRashid Reminder We mess major part b c RobWittman learned Pandemic bought Pharma stock,neutral
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,neutral
RT AdamMilstein JoeBiden must kidding He forgets historical support Chinese Communist Party CCP attacks realD,neutral
RT CrimeWatchMpls Jacob Frey screen capture CedarRiverside yesterday blaring call prayer,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Canadian Prime Minister JustinTrudeau announced rent subsidy program help small businesses impacted COVID pandemic https co tboHjuWsry,negative
RT Grant Blank Here Georgia coronavirus data sun goes first day loosening business restrictions The,neutral
RT Auta Musa NCDC covid update Lagos new cases Gombe making respectively This reason drop,positive
RT HeadRNColumbia Reflections st day since COVID hit Nursing America trusted profession WHO designated Ye,neutral
PM Morrison billionairebunker talking points fail mention ending lockdown vaccine puts everyone risk pathogen impacts nearly every major organ system body COVID auspol https co lkjilrOiS,neutral
RT ahcancal Assisted living communities home hundreds thousands seniors nationwide ignored comes fighting,neutral
IDMOD ORG KingCountyWA KCPubHealth Yes But long It least weeks since started closing businesses parks gyms ect Everyday goes another day economy amp peoples mental state deteriorates But care I Let open things safely COVID,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT CAID Nigeria We continue deliver life saving food assistance IDPS different camps Borno State despite COVID We pu,neutral
RT ABSCBNNews Feeling anxious COVID Quarantine A psychiatrist offers tips coping COVID https co QHPkiyZUQ,neutral
RT DelhiTimesTweet QuarantineLife Speaking virtual press conference karanvgrover said life become hectic Anyon,neutral
Well I set My face pretty much always covered banana healthylifestyle vegan fitness covid bananasarelife typo fruit https co Qi TlejSVV,neutral
RT ResisterSis Today I citizen United States call congress amp presidents cabinet apply thAmendment remov,positive
Simply cruel stupid,neutral
RT BDSGing Anti epidemic Diary Twenty seven days nights Chinese medical experts Iran COVID covid iran https co mkprZ,neutral
RT north hills NHHS student teacher Justin Karolski made lasting impact students making difference f,neutral
RT muglikar Lockdown social distancing ideal citizen cares others exercising restraint leaving even urgent matters,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT twmentality This chickenshit laughingstock suggesting Americans inject bleach cure COVID H,positive
RT Gina Doherty Annette true NHS hero got Covid beat weeks back front line b,positive
RT Prof John Frink Friends Sorry since I last posted I lot add generally excellent,positive
RT AaronDodd Man caught covid wants everybody else catch well Alternatively lockdown playing havoc,neutral
RT CityofSantaCruz Hey Santa Cruz everyone age SantaCruz Co H,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Another fantastic article highlighting inefficiencies failure realDonaldTrump administration Lazy WorthlessPresident COVID Trump Coronavirus A Sour President Home Alone White House The New York Times https co CmD WQpY,neutral
Hot press latest COVID therapeutics I feel confident findings,neutral
RT evankirstel Japan expanding walk drive Covid test sites gauge scale coronavirusoutbreak,negative
RT KentPage Are feeling anxious giving birth What questions ask healthcare professional Get answers,positive
RT DFisman TCLChalk The code https co yMmtsVe Could ishaberry JPSoucy dashboard https co,negative
RT tribunephl As Friday US number COVID deaths Italy second hardest hit Spain fol,neutral
RT Trisha doc No idea BBC thought bit strange Physios might front line COVID I think th,neutral
tribelaw No matter They wasting O There almost billion us n us according stats ignorant life certainly ignorant knowledge Covid merely symptom larger threat The herd needs good culling Self culled Even better,neutral
RT TPRF How beautiful respect know respect See Prem Rawat daily new Lockdo,positive
Who needs blessing Comment amp Retweet im sending everyone day CASHAPP APPLE PAY PAY PAL Cashappblessing COVID DM ME,positive
Interesting thinking also recommendation LPT EDI LPTnhs reviewing COVID risk assessment EIA perspective many organisations may reach conclusion JohnBrouder AngelaHillery HaseebAhmad Prerana Issar ladytgaj Al Richards,neutral
The force strong face mask I selling eBay covid https co JBErSZEnRb https co PNP gcCziO,negative
RT alifrance Some would say guy charge borders let ship carrying killer virus led lockdown amp kids,neutral
RT davidicke Why trust UK daily Covid updates https co rEJTAw Sn https co Apfllr,negative
That I wrote He promoting remedies enticing base buy useless shit enrich base Just like maga hats etc,positive
PostMalone travisbarker killed COVID I mean Nirvana tribute amazing I looking Post concerts area foofighters KristNovoselic amazeballs https co ONNYTUUoPh,neutral
RT RestoreTrustOrg To lead HHSGov day day response COVID SecAzar chose dog breeder minimal public health experien,positive
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
Have done Covid thing,positive
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT tvcnewsng BREAKING NCDCgov records new cases COVID Nigeria Lagos Gombe FCT Zamfara Edo,negative
RT CEMHW CESMMT It another long week coping COVID It perfectly normal struggling emotionally right Bu,neutral
RT HCSOTexas Sergeant Ballew supervisor Harris County Jail tested positive COVID March spent two weeks qu,neutral
RT VanessaBeeley If going dance someone constitutional rights better good reason A good scientific reason,neutral
RT MontefioreNYC COVID patients discharged across Montefiore Health System thank Healthcareheroes Co,negative
IngrahamAngle NOTHING right wrong entire record keeping covid NOT accurate SO anyone play one way smoke mirrors Laura TRUTH mean something godwins qanon wwg wga americastrong GreatAwakening trump,neutral
RT FreedominIran This Gazvin Regime Iran already graves prepared COVID deaths IranProtests,neutral
Thanks syracusestage making masks physician members staff patients Community physicians still facing severe ppeshortage need help get fight COVID lookforthehelpers mssnytweet https co ovQw Z na,neutral
RT ChouhanShivraj While opposition busy criticizing PM Shri narendramodi India leadership constantly making progress,neutral
Yesterday nurse Covid ward tested positive likely resulting patient contact He OK amp recovering understandably stressed It reveals risks health workers frontliners face everyday protect communities us They heroes,neutral
RT SidneyPowell Exactly I taken months So every Lupus patient got COVID Chines,positive
Foreign investment drying thanks COVID But may silver lining https co SyDiBu MMl,negative
RT Maryam Rajavi Executions prisoners eve Ramadan month mercy compassion indicate mullahs desperation findin,neutral
Best road recovery locally led councils https co tjFeFqyYII Bushfires Business Community Council Covid Efficiency Federal FederalGovernment Government Infrastructure Investment LGNSW LocalCouncil LocalGovernment NSW President Resources Security https co yUEEuTPP,negative
RT TheBadPUN isher The RejectScience Democrat STRATGEY use ClimateChangeHoax Trump NOT GOING TO DESTROY,neutral
Thank T,positive
RT AamerAnwar Come fight save lives get clapped risk lives dare think treated differently What,neutral
RT LucieLalumiere If considering applying wage subsidy program Games Interactive Digital Media Don,neutral
Another precious interview Epidemiologist mtosterholm CIDRAP He wonderful brilliant man imo however I think wisdom needs supplemented preventive health virological considerations https co MI yy w vB Coronavirus Covid Covid,neutral
RT DMiliband Early numbers indicate COVID hospitalizes kills men women But terms total impact people,neutral
I take bullshit happen Alex,neutral
RT ROHLL Watch Numbers lie COVID California NewYork https co hwF FnzOko,negative
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
RT Jewel Trump Hi OG Valley Girl Los Angeles Do inject consume ANY disinfectants attempt kill COVID,neutral
RT TomthunkitsMind This This could go wrong This friend nurse Detroit Her friend works ICU Henry For,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
D Trump vs Rodrigo D Noble Prize COVID https co X G ui Ggy,negative
Premier Health working us IPC solve potential PPE crisis https co dPUJNrceqw MFG Manufacturing COVID COVID PPE,negative
RT DrEricDing people New York City tested positive coronavirus people New York City hospitali,neutral
RT staceyabrams I proud member former Secretary State JohnKerry coalition WorldWarZeroOrg working combat c,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT SenatorRomney WHO appears shown remarkable deference Chinese government throughout COVID global pandemic The,neutral
I really worried patients coming Tonight spaikin checks physicians Thomas Richard PtboFHT afhto snewbery amp javedalloo see family doctors coping COVID pandemic Producer sandragionas onhealth https co uMkU iJD J,neutral
RT HWDSB We posted update families HWDSB COVID response details plans graduation assessment scho,negative
RT MBrando Thanks Cure realDonaldTrump COVID https co q wM M SbR,negative
RT dufort jeanne I implored GaSecofState SEB make common sense changes election procedures make safer elec,neutral
RT KensingtonRoyal To doctors nurses carers GPs pharmacists volunteers NHS staff working tirelessly help,neutral
RT NHSWaterbury Hi Matt Thanks CheckingIn tonight HowWasYourDay It gloomy Friday sun showed finally Co,positive
RT rishibagree West Bengal officially linked deaths coronavirus instead earlier official version deaths due Co,neutral
This keeps happening People pushing bad false untrue medicine repeatedly people selling product Why would rational adult capable critical thought unable understand These people motivation simply make money,neutral
Dear COVID FOG Sincerely https co QLi wckI W covid disinfectant disinfectantfogging fogging https co JDI YH kLV,negative
RT WHO LIVE Launch Access COVID Tools ACT accelerator https co VRdOjc Bn,negative
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT canalbarge Doing part StayHome COVID pandemic Stay tuned hear employees workfromhome For,negative
RT AureHope briantylercohen OccupyDemocrats BREAKING Breakingnews I Take Responsibility Nothing Trump Covid Briefing,positive
Facts friends Mortality rate flu around,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT LaraLeaTrump I support measures hold accountable responsible unleashing deadly pandemic devastated th,neutral
Dr Bonnie Henry B C provincial health officer Minister Health Adrian Dix today report total cases COVID including Interior Health area fatalities province wide https co HnEiH Q https co wKvEisthI,negative
RT worldviewer Watch Gravitas Coronavirus outbreak A war disguise YouTube COVID CCPVIRUS CHINALiedPEOPLEDied https,negative
RT MaziNnamdiKanu How FRAIL year old MBuhari survive multiple organ failure HEALTHY year old AbbaKyari could surv,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT txpoliticjunkie people took quick blood stick covid test All positive Then took nasal swab test All negative,neutral
RT WHO LIVE Launch Access COVID Tools ACT accelerator https co VRdOjc Bn,negative
COVID New Case Report th April pm,negative
RT drpenking Crisis In Akwa Ibom State Ministry Of Health Akwa Ibom State Epidemiologist Dr Aniekeme Uwah removed office,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Hair Trump DEMOCRATS ARE CHEATING Pennsylvania Democrat Seretary Health Rachel Levine responsible making state open clo,neutral
COVID survivor LukusEstok says told good candidate donate plasma help others recover coronavirus Then DENIED donating plasma gay Story satisfying ending though watch amp PLEASE RT amp Share COVID nyc https co jGjdrEcTyZ,neutral
So true phussey,positive
okAFwife realDonaldTrump ICYMI POTUS POTUS asks DHS leader DrDeborahBirx investigate using disinfectants light IN body kill COVID Laughing stock POTUS attempts gaslighting saying SARCASTIC press NOT TRUE https co vwvy OC G,neutral
Dream wife,positive
RT ChelseaClinton I believe President realDonaldTrump wants us channel True Blood Tide Pod challenge fight covid,positive
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT SaharaReporters COVID Instead Of Protecting Us Security Agents Are Destroying Our Only Sources Of Livelihood Nigerian Petty Trad,neutral
RT HomeSpaceyyc Our CalgFoundation Urgent Needs page live As operators self isolation hotel homeless Calgarians,positive
covid AlbertTait TalismanJW tatbbfar TattedBiatch TACOPSBILL crunchy manairport ManUtd ManCity ChelseaFC NUFC BarnsleyFC OfficialRUFC SouthamptonFC LUFC westhamwomen leytonorientfc CelticFC LDNLutonAirport LutonTown SunderlandAFC EastFifeFC,neutral
Hearing much getherTheSeries A Thai television series starring Vachirawit Chiva aree amp Metawin Opas iamkajorn Many urged watch COVID period Singapore Anyone watching show Or I watch GOT FF R performances instead bored https co GsH ztYhfT,negative
RT trvrb I wanted respond news COVID death Santa Clara County Feb This interesting slightly puzzling data,positive
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT cenkuygur If wondering realDonaldTrump suggested injecting people disinfectant cure COVID shining lights,neutral
RT scottsavagelive A great opportunity give Mathieu Era,positive
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,neutral
RT scrowder The American public NEEDS know new reliable data shows CoVid mortality rate As low,neutral
RT GavinNewsom NEW CA confirmed positive cases COVID cases hospitals,neutral
RT DGHisham Our top priority organise coordinate comprehensive response reduce end COVID transmission,positive
RT NewYorkStateAG REMINDER Last week I ordered Genesis II immediately cease amp desist marketing bleach product cure,neutral
RT CathyCongress Whole Foods JeffBezos refuses add Disabled Senior Shopping Hrs Covid I address CEO amp C,positive
RT BBB NtlPrograms How privacy conversations shifting COVID times cobun joined PrivacyPros D C privacy experts,neutral
RT westhawaiitoday Visitors busted violating day quarantine More https co umugkHXBrh BigIslandNews HawaiiNews WestHINew,negative
Making Masks These Available Fabrics limited DM information We ship USPS pick masks masks keepsafe covid mask Homestead Florida https co apB RWal M,neutral
RT MHOLminis In honor healthcare workers everywhere last visit shelter place begin,neutral
RT nancysantanello We cure COVID Trump loving faith healers Why healong sick FakeChristi,neutral
The latest Sideris Daily https co XMLxfQvmXH covid,positive
Gbam,positive
Rent relief way Ontario small businesses landlords onpoli hosts spaikin jm mcgrath discuss details hear first hand account trying get COVID test https co EUpp R qz,neutral
I news today Are ingesting new CoVid treatments sticking disinfectant UV lights asses CoronaUpdate DisinfectantDonnie,neutral
Omo today odds high oh lol,neutral
RT TobaccoFreeKids The vaping industry continues exploit COVID crisis market lung harming addictive products One comp,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT dorcasDugan Police arrest lockdown defaulters put ambulance fake covid patient https co ikhQqWTP p,neutral
RT tedlieu Seniors Air Force Academy already isolated campus several weeks prior graduation ceremony Making,neutral
RT prateektwenty After contributing PMCares fund fight COVID KatrinaKaif Kay Beauty partners DeHaat Foundation,negative
SethAbramson MaryanneChisho This Trump Covid China Biden thing real possibility Right Skipping tests part deal Sounds far fetched Ukraine scandal sounded nuts first OMG,neutral
RT KTVU COVID CA DMV waives late fees delays registration requirements https co IHXDRkO mx https co uil lx,negative
RT va shiva JUST IN Unbelievable FBI Raids medical facility providing high dose IV VITAMIN C THERAPY COVID patients ht,neutral
RT DrJudyAMikovits This covid covering years put viruses vaccines drove pandemics po,neutral
RT USNavy USSHarrySTruman remains sea Atlantic certified carrier strike group force ready tasking order protect,neutral
RT MDMEMA ALERT We received several calls regarding questions disinfectant use COVID This reminder,negative
RT drpenking Dear Nigerians one month ago th March confirmed cases COVID death On th April,neutral
RT ashezz To prevent economic decline wake covid moratorium debt payments capital controls prevent furth,neutral
Hi EUHomeAffairs Place Beauvau BMI Bund foreignoffice Justitiedep ministerieJenV thousands refugees risk COVID Greek islands due crowded unsanitary conditions Will act LeaveNoOneBehind save lives https co kbaXvzfFeu,neutral
RT haqsmusings I participated wide ranging newsonepk discussion coronavirus origins impact conspiracy theories lockd,neutral
RT cjtruth Michigan coincidence,positive
FredTJoseph Hello Fred FredTJoseph trying today miracle I homeless mother severely hit covid I lost job apt I living car praying next meal Anything help please pray RENTRELIEF Cashapp Loosechange https co Vu AotPCau,neutral
RT KolaOyeneyin We business growing May God protect frontline workers help us su,neutral
RT SNHHealth RT CDCgov Wearing cloth face covering CORRECTLY help prevent spread COVID others When go es,neutral
RT UN Shutting immunization services due COVID could trigger resurgence dangerous preventable diseases WHO wo,neutral
This shit getting much day Pls StayAtHomeAndStaySafe NigeriaGov NGRPresident something StayAtHome stuff,positive
RT CEDRdigital Many food experts shared coronavirus COVID shown transmitted food Still,neutral
RT DrMattTuck As tonight TheBMA opening phoneline doctors ring work find ppe inadequate We hel,positive
RT CDCgov A UPMC microbiology laboratory recently received package samples special note Thanks laboratory profess,positive
RT RoryBurnside If AFL player official tests positive coronavirus sport resumes regardless whether year,neutral
RT daily trust The Presidential Task Force PTF says frontline health workers responding Novel Coronavirus COVID pande,positive
RT askjillian Here comes spin control Too late,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
LouDobbs DrOz Dr Bruce L Davidson https co DFlYf r As seen IngrahamAngle Upper Room UV Lights UltraViolet A Light UVA DAVIDSON UV Lights Could Be Used To Fight Airborne Coronavirus COVID UVLight UVLights Dr Bruce Davidson https co lASzG sps,negative
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT cjtruth Michigan coincidence,positive
RT herid fel LansdaleTaylor sctadsen USPS Here suggestion us get sidelines show president wh,positive
RT RepCohen Today RepJerryNadler amp I sent letter Attorney General Bill Barr requesting documents amp briefing mysterious,neutral
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
RT Marc Perrone Breaking I urge Sioux Falls SmithfieldFoods workers contracted COVID NOT participate statewide stu,neutral
RT ChidiOdinkalu Uganda legal services amp legal assistance providers petitioned Chief Justice Uganda legal services b,neutral
RT GavinNewsom NEW CA launched first nation program Restaurants Deliver allow local restaurants provide meals fo,positive
RT USNavy What Naval Medical Research Center help combat COVID WATCH NOW find https co XOISz Guab http,positive
RT mommamia If trump sarcastic yesterday bleach injection Why nobody laugh call Disinfectant,neutral
RT patton If familiar DrJudyAMikovits I highly recommend listening saying She exposing alot thin,neutral
RT DanPatrick I always inspired faith people Texas even worst times people Onalaska de,neutral
RT antonioguterres A world free COVID requires biggest public health effort global history Data must shared resources,positive
RT NCDCgov new cases COVID reported Lagos Gombe FCT Zamfara Edo Ogun Oyo,negative
I glad contribute piece SigalSamuel voxdotcom SARSCoV HCoV COVID coronavirus transmission risks outdoor exercise It probably fine exercise alone quarantine partners https co RNiIpbt hs,neutral
RT tdouglaslawson A quick message wrap busy week My thoughts amp prayers employees fighting COVID espec,positive
RT votevets In middle COVID pandemic Trump announces speak West Point without telling ahead time putt,neutral
Stealing credit You thanking Feds covering incompetence,positive
RT HosniehMarbini To appoint give expert advice disproportionate impact Covid BAME communities makes clear,positive
RT ggeett aaa COVID And Rise Diminutive Democrat Dictators Even small local democrats little power WeTh,neutral
Local Sikhs community helps need COVID pandemic providing food money even face shields need America,neutral
RT mnredcross Keep calm amp stitch time Saturday handmade face mask drop nearby fire station https co XTCqlx,positive
